t,u1,u2,u3,f1,f2
0.31803180318031804,1.0590845,0.8735618,-0.06520354,-0.048878767,-0.0679885
0.31903190319031904,1.059034,0.87349224,-0.067057036,-0.050442737,-0.06992518
0.32003200320032005,1.0589824,0.8734208,-0.068909906,-0.052006755,-0.071862355
0.32103210321032105,1.0589287,0.8733474,-0.07076268,-0.0535709,-0.07380023
0.32203220322032206,1.0588739,0.87327236,-0.072615206,-0.055135526,-0.07573892
0.32303230323032306,1.0588175,0.8731949,-0.0744669,-0.056699693,-0.07767754
0.324032403240324,1.0587591,0.87311566,-0.07631901,-0.058264565,-0.07961734
0.325032503250325,1.0586996,0.8730342,-0.07817045,-0.059829246,-0.08155733
0.326032603260326,1.0586381,0.87295103,-0.080021024,-0.061393842,-0.0834976
0.327032703270327,1.0585759,0.8728659,-0.081873015,-0.06295956,-0.08543973
0.328032803280328,1.0585108,0.8727784,-0.083722815,-0.06452389,-0.08738066
0.329032903290329,1.0584451,0.87268966,-0.08557309,-0.0660892,-0.08932305
0.33003300330033003,1.0583777,0.87259775,-0.08742288,-0.067653894,-0.09126578
0.33103310331033103,1.0583085,0.87250483,-0.08927213,-0.06921899,-0.09320873
0.33203320332033204,1.0582376,0.87241,-0.09112084,-0.07078385,-0.0951522
0.33303330333033304,1.0581654,0.87231266,-0.0929692,-0.07234876,-0.09709587
0.33403340334033405,1.0580915,0.8722141,-0.094817735,-0.07391402,-0.09904068
0.33503350335033505,1.0580161,0.8721127,-0.0966658,-0.07547882,-0.100985885
0.33603360336033605,1.0579393,0.87200993,-0.09851342,-0.07704401,-0.10293155
0.33703370337033706,1.0578609,0.8719047,-0.10036023,-0.07860842,-0.10487711
0.33803380338033806,1.0577806,0.8717981,-0.102207266,-0.08017345,-0.10682377
0.339033903390339,1.0576992,0.8716893,-0.10405332,-0.081737876,-0.10877037
0.34003400340034,1.0576154,0.8715784,-0.10589953,-0.08330248,-0.11071772
0.341034103410341,1.0575305,0.87146574,-0.10774417,-0.08486614,-0.11266456
0.342034203420342,1.0574443,0.871351,-0.10958935,-0.086430445,-0.114612676
0.343034303430343,1.0573567,0.8712344,-0.11143439,-0.08799462,-0.116561286
0.344034403440344,1.0572666,0.8711147,-0.113277845,-0.0895572,-0.118509166
0.34503450345034503,1.057176,0.8709945,-0.11512125,-0.09112066,-0.120458
0.34603460346034604,1.0570831,0.87087184,-0.11696496,-0.092684,-0.12240757
0.34703470347034704,1.0569891,0.87074727,-0.11880754,-0.094246745,-0.12435717
0.34803480348034804,1.056893,0.8706204,-0.12064908,-0.09580849,-0.12630613
0.34903490349034905,1.0567957,0.8704921,-0.12249076,-0.09737079,-0.12825623
0.35003500350035005,1.056697,0.87036115,-0.12433268,-0.09893274,-0.13020706
0.35103510351035105,1.0565972,0.87022907,-0.12617305,-0.10049404,-0.13215731
0.35203520352035206,1.0564948,0.87009495,-0.12801312,-0.10205488,-0.13410777
0.35303530353035306,1.0563909,0.86995834,-0.12985282,-0.10361521,-0.1360588
0.354035403540354,1.0562856,0.86981976,-0.13169195,-0.10517518,-0.1380097
